Frequency (Hz)	Level (dB)
4543.505859	-49.530472
4565.039062	-50.177406
4586.572266	-50.998451
4608.105469	-51.390804
4629.638672	-51.652393
4651.171875	-51.809990
4672.705078	-52.007446
4694.238281	-51.929504
4715.771484	-51.930462
4737.304688	-52.486229
4758.837891	-52.725140
4780.371094	-52.301697
4801.904297	-52.348522
4823.437500	-51.646919
4844.970703	-48.720505
4866.503906	-49.976746
4888.037109	-52.436394
4909.570312	-52.944927
4931.103516	-53.399673
4952.636719	-53.532246
4974.169922	-53.767056
4995.703125	-54.009708
5017.236328	-53.794479
5038.769531	-53.710175
5060.302734	-53.990280
5081.835938	-54.315182
5103.369141	-54.516422
5124.902344	-54.234211
5146.435547	-54.061115
5167.968750	-54.264465
5189.501953	-54.209396
5211.035156	-54.153313
5232.568359	-54.295395
5254.101562	-54.375557
5275.634766	-54.394203
5297.167969	-54.486500
5318.701172	-54.075809
5340.234375	-54.273972
5361.767578	-54.332745
5383.300781	-54.372200
5404.833984	-54.242691
5426.367188	-54.181751
5447.900391	-54.012226
5469.433594	-53.971199
5490.966797	-53.877823
5512.500000	-53.906887
5534.033203	-54.195301
5555.566406	-54.248795
5577.099609	-54.462875
5598.632812	-54.732285
5620.166016	-54.677273
5641.699219	-54.514549
5663.232422	-54.599304
5684.765625	-55.146393
5706.298828	-55.024616
5727.832031	-55.110287
5749.365234	-55.471909
5770.898438	-55.647076
5792.431641	-54.999210
5813.964844	-52.671272
5835.498047	-53.672707
5857.031250	-56.654285
5878.564453	-57.145729
5900.097656	-57.130390
5921.630859	-56.974800
5943.164062	-57.220005
5964.697266	-57.439850
5986.230469	-57.682034
6007.763672	-57.761326
6029.296875	-57.759258
6050.830078	-57.617622
6072.363281	-57.443821
6093.896484	-57.537891
6115.429688	-57.701847
6136.962891	-57.722454
6158.496094	-57.589001
6180.029297	-57.427322
6201.562500	-57.650414
6223.095703	-58.011044
6244.628906	-58.359524
6266.162109	-58.171368
6287.695312	-57.891132
6309.228516	-57.972237
