Frequency (Hz)	Level (dB)
8031.884766	-58.350060
8053.417969	-58.979073
8074.951172	-58.859249
8096.484375	-58.928875
8118.017578	-58.689980
8139.550781	-58.486607
8161.083984	-58.498558
8182.617188	-58.392155
8204.150391	-59.369698
8225.683594	-59.479572
8247.216797	-59.047401
8268.750000	-58.755325
8290.283203	-58.708603
8311.816406	-58.214233
8333.349609	-58.138344
8354.882812	-57.929073
8376.416016	-57.910656
8397.949219	-58.258293
8419.482422	-58.254215
8441.015625	-58.731731
8462.548828	-58.965889
8484.082031	-58.487995
8505.615234	-58.129189
8527.148438	-57.956139
8548.681641	-58.132214
8570.214844	-57.881107
8591.748047	-57.648815
8613.281250	-57.013393
8634.814453	-56.692089
8656.347656	-55.807838
8677.880859	-55.206627
8699.414062	-56.344788
8720.947266	-58.046177
8742.480469	-57.949505
8764.013672	-57.635414
8785.546875	-57.954769
8807.080078	-58.346733
8828.613281	-59.574776
8850.146484	-59.609352
8871.679688	-59.109951
8893.212891	-58.797264
8914.746094	-59.208138
8936.279297	-58.192162
8957.812500	-58.108704
8979.345703	-59.037777
9000.878906	-58.293819
9022.412109	-58.155674
9043.945312	-57.428635
9065.478516	-57.382416
9087.011719	-57.392921
9108.544922	-55.907570
9130.078125	-56.220478
9151.611328	-56.741863
9173.144531	-56.416183
9194.677734	-55.626060
9216.210938	-55.428120
9237.744141	-55.109650
9259.277344	-55.722668
9280.810547	-57.262550
9302.343750	-58.385635
9323.876953	-58.649715
9345.410156	-57.880650
9366.943359	-57.300510
9388.476562	-57.664429
9410.009766	-57.220394
9431.542969	-56.570732
9453.076172	-57.301361
9474.609375	-57.721031
9496.142578	-57.565845
9517.675781	-57.785442
9539.208984	-58.031387
9560.742188	-58.169739
9582.275391	-57.678787
9603.808594	-58.446362
9625.341797	-58.809582
9646.875000	-58.954731
9668.408203	-58.664936
9689.941406	-57.513474
9711.474609	-58.132999
9733.007812	-59.605209
9754.541016	-58.794071
9776.074219	-58.161480
9797.607422	-58.390923
9819.140625	-58.707722
9840.673828	-59.096584
9862.207031	-59.368019
9883.740234	-59.118107
9905.273438	-58.577721
9926.806641	-58.834274
9948.339844	-58.689388
9969.873047	-59.524841
9991.406250	-59.356232
10012.939453	-59.362396
10034.472656	-59.059986
10056.005859	-59.046440
10077.539062	-59.167316
10099.072266	-58.965981
10120.605469	-59.162308
10142.138672	-59.552193
10163.671875	-59.380035
10185.205078	-59.449501
10206.738281	-58.696404
10228.271484	-58.756268
10249.804688	-58.462669
10271.337891	-58.513969
10292.871094	-58.921658
10314.404297	-59.412289
10335.937500	-60.014618
10357.470703	-60.507095
10379.003906	-60.218380
10400.537109	-59.259731
10422.070312	-58.616741
10443.603516	-58.873680
10465.136719	-58.815689
10486.669922	-59.064976
10508.203125	-60.187267
10529.736328	-60.438454
10551.269531	-60.094433
10572.802734	-60.032330
10594.335938	-60.275200
10615.869141	-60.858589
10637.402344	-60.608383
10658.935547	-60.377186
10680.468750	-60.308067
10702.001953	-60.148388
10723.535156	-59.923409
10745.068359	-59.652218
10766.601562	-59.922199
10788.134766	-60.419968
10809.667969	-59.531734
10831.201172	-59.777176
10852.734375	-60.305054
10874.267578	-60.918522
10895.800781	-60.926125
10917.333984	-60.695255
10938.867188	-60.353786
10960.400391	-59.941334
10981.933594	-59.852741
11003.466797	-60.598194
11025.000000	-60.586876
11046.533203	-60.001225
11068.066406	-59.748730
11089.599609	-59.673679
11111.132812	-59.570324
11132.666016	-60.238884
11154.199219	-59.810848
11175.732422	-60.042286
11197.265625	-60.109589
11218.798828	-60.096096
11240.332031	-60.492432
11261.865234	-60.793533
11283.398438	-60.650051
11304.931641	-61.308571
11326.464844	-61.323444
11347.998047	-60.889194
11369.531250	-60.472130
11391.064453	-60.949589
11412.597656	-62.005447
11434.130859	-62.752502
11455.664062	-62.483608
11477.197266	-61.739807
11498.730469	-61.872612
11520.263672	-62.455017
11541.796875	-62.327965
11563.330078	-63.398678
11584.863281	-63.033173
11606.396484	-61.693581
11627.929688	-61.663441
11649.462891	-61.681370
11670.996094	-61.761753
11692.529297	-61.950237
11714.062500	-61.763077
11735.595703	-61.365803
11757.128906	-61.675690
11778.662109	-61.945274
11800.195312	-61.991505
11821.728516	-61.210468
11843.261719	-60.926991
11864.794922	-60.216011
11886.328125	-60.484188
11907.861328	-61.017670
11929.394531	-61.797897
11950.927734	-61.929710
11972.460938	-62.069065
11993.994141	-61.370239
12015.527344	-61.712959
12037.060547	-63.467930
12058.593750	-61.734470
12080.126953	-60.650902
12101.660156	-60.368008
12123.193359	-60.095215
12144.726562	-60.855824
12166.259766	-61.581272
12187.792969	-60.740513
12209.326172	-60.514751
12230.859375	-60.145885
12252.392578	-59.588528
12273.925781	-59.266964
12295.458984	-59.430084
12316.992188	-59.206013
12338.525391	-59.742977
12360.058594	-61.482075
12381.591797	-61.343929
12403.125000	-60.924194
12424.658203	-60.898060
12446.191406	-60.705254
12467.724609	-61.076984
12489.257812	-61.831482
12510.791016	-63.539089
12532.324219	-64.476151
12553.857422	-63.896454
12575.390625	-63.679813
12596.923828	-63.305542
12618.457031	-63.250214
12639.990234	-63.521935
12661.523438	-64.058121
12683.056641	-63.891521
12704.589844	-63.568848
12726.123047	-62.966705
12747.656250	-63.105938
12769.189453	-64.116798
12790.722656	-64.263710
12812.255859	-64.112885
12833.789062	-64.603546
12855.322266	-64.485718
12876.855469	-64.992859
12898.388672	-64.967667
12919.921875	-64.622711
12941.455078	-64.643837
12962.988281	-64.885765
12984.521484	-66.134811
13006.054688	-65.658554
13027.587891	-65.009499
13049.121094	-64.895500
13070.654297	-64.805496
13092.187500	-65.362457
13113.720703	-64.486099
13135.253906	-63.887966
13156.787109	-64.879295
13178.320312	-65.727234
13199.853516	-65.726852
13221.386719	-65.479149
13242.919922	-65.396599
13264.453125	-65.619492
13285.986328	-66.259422
13307.519531	-65.117630
13329.052734	-64.811218
13350.585938	-65.460114
13372.119141	-66.510353
13393.652344	-66.516945
13415.185547	-65.667763
13436.718750	-65.910851
13458.251953	-66.663597
13479.785156	-66.845688
13501.318359	-66.016319
13522.851562	-66.556404
13544.384766	-66.863503
13565.917969	-66.255569
13587.451172	-66.278839
13608.984375	-66.084351
13630.517578	-65.857895
13652.050781	-66.899590
13673.583984	-67.078415
13695.117188	-66.795502
13716.650391	-67.014511
13738.183594	-67.768059
13759.716797	-67.567032
13781.250000	-67.840698
13802.783203	-68.116417
13824.316406	-68.460541
13845.849609	-67.978867
13867.382812	-67.676414
13888.916016	-67.976868
13910.449219	-67.391022
13931.982422	-67.429634
13953.515625	-68.432823
13975.048828	-68.364204
13996.582031	-67.432335
14018.115234	-67.784821
14039.648438	-68.687737
14061.181641	-68.648254
14082.714844	-68.054901
14104.248047	-67.376038
14125.781250	-67.413467
14147.314453	-68.329399
14168.847656	-68.074562
14190.380859	-67.986748
14211.914062	-68.517456
14233.447266	-68.641487
14254.980469	-68.837997
14276.513672	-68.363052
14298.046875	-67.648659
14319.580078	-68.144737
14341.113281	-68.707077
14362.646484	-68.552635
14384.179688	-67.670990
14405.712891	-68.090355
14427.246094	-68.362976
14448.779297	-68.144737
14470.312500	-69.231842
14491.845703	-69.205559
14513.378906	-69.224800
14534.912109	-69.476555
14556.445312	-70.344315
14577.978516	-69.517113
14599.511719	-68.507561
14621.044922	-68.677002
14642.578125	-68.766312
14664.111328	-69.169823
14685.644531	-69.310844
14707.177734	-68.787094
14728.710938	-68.508850
14750.244141	-68.209816
14771.777344	-69.211594
14793.310547	-70.234238
14814.843750	-70.945023
14836.376953	-70.407173
14857.910156	-70.395302
14879.443359	-70.929924
14900.976562	-69.723846
14922.509766	-68.517319
14944.042969	-69.447723
14965.576172	-70.157860
14987.109375	-69.960320
15008.642578	-69.938866
15030.175781	-71.110321
15051.708984	-71.960724
15073.242188	-71.679153
15094.775391	-70.715729
15116.308594	-70.932053
15137.841797	-70.670944
15159.375000	-70.595673
15180.908203	-70.024254
15202.441406	-69.640305
15223.974609	-70.958054
15245.507812	-71.488373
15267.041016	-71.060783
15288.574219	-71.561554
15310.107422	-71.432823
15331.640625	-71.901245
15353.173828	-72.496780
15374.707031	-72.114594
15396.240234	-72.943718
15417.773438	-73.037682
15439.306641	-72.272385
15460.839844	-73.108414
15482.373047	-72.694931
15503.906250	-71.828125
15525.439453	-72.356987
15546.972656	-72.402946
15568.505859	-71.671722
15590.039062	-70.679138
15611.572266	-71.045578
15633.105469	-72.322601
15654.638672	-73.097191
15676.171875	-73.347015
15697.705078	-72.894440
15719.238281	-72.248642
15740.771484	-72.230339
15762.304688	-72.309464
15783.837891	-73.001488
15805.371094	-73.564514
15826.904297	-73.435768
15848.437500	-73.302330
15869.970703	-73.108673
15891.503906	-72.722847
15913.037109	-74.009109
15934.570312	-74.696304
15956.103516	-74.372238
15977.636719	-73.819267
15999.169922	-72.888367
16020.703125	-72.689804
16042.236328	-73.117569
16063.769531	-73.373878
16085.302734	-73.927330
16106.835938	-74.320892
16128.369141	-74.411774
16149.902344	-74.766068
16171.435547	-75.392792
16192.968750	-75.566879
16214.501953	-76.852165
16236.035156	-76.802399
16257.568359	-76.619537
16279.101562	-75.621193
16300.634766	-75.535347
16322.167969	-75.952728
16343.701172	-75.903122
16365.234375	-76.663437
16386.767578	-76.142532
16408.300781	-75.625801
16429.833984	-74.926910
16451.367188	-74.630455
16472.900391	-75.551888
16494.433594	-76.581940
16515.966797	-76.329422
16537.500000	-76.087029
16559.033203	-76.142982
16580.566406	-75.897346
16602.099609	-75.622787
16623.632812	-75.440948
16645.166016	-75.334641
16666.699219	-75.418564
16688.232422	-74.696793
16709.765625	-74.377441
16731.298828	-74.716225
16752.832031	-74.949394
16774.365234	-75.328583
16795.898438	-75.348839
16817.431641	-74.878517
16838.964844	-75.594849
16860.498047	-76.376900
16882.031250	-76.323296
16903.564453	-76.492363
16925.097656	-76.292633
16946.630859	-76.382492
16968.164062	-75.147797
16989.697266	-74.471748
17011.230469	-75.463516
17032.763672	-76.210808
17054.296875	-76.207161
17075.830078	-75.403221
17097.363281	-75.385979
17118.896484	-76.841209
17140.429688	-76.610466
17161.962891	-77.411964
17183.496094	-77.267906
17205.029297	-76.796326
17226.562500	-76.267952
17248.095703	-76.057083
17269.628906	-77.113441
17291.162109	-77.405045
17312.695312	-77.404594
17334.228516	-77.776604
17355.761719	-78.091835
17377.294922	-77.914398
17398.828125	-77.915382
17420.361328	-78.582611
17441.894531	-79.078865
17463.427734	-78.977097
17484.960938	-78.768440
17506.494141	-78.217087
17528.027344	-78.035606
17549.560547	-77.268898
17571.093750	-76.209198
17592.626953	-76.217049
17614.160156	-76.205658
17635.693359	-75.794853
17657.226562	-76.250603
17678.759766	-76.874344
17700.292969	-76.955780
17721.826172	-77.357559
17743.359375	-77.161072
17764.892578	-76.627739
17786.425781	-76.581886
17807.958984	-76.276772
17829.492188	-75.821548
17851.025391	-76.535942
17872.558594	-77.507324
17894.091797	-77.865875
17915.625000	-78.396538
17937.158203	-78.724205
17958.691406	-78.779404
17980.224609	-78.294281
18001.757812	-78.524437
18023.291016	-78.280365
18044.824219	-78.194588
18066.357422	-78.436623
18087.890625	-78.880692
18109.423828	-79.212814
18130.957031	-79.201790
18152.490234	-78.626060
18174.023438	-78.247704
18195.556641	-78.493683
18217.089844	-79.149994
18238.623047	-79.572510
18260.156250	-79.855293
18281.689453	-79.731743
18303.222656	-79.734505
18324.755859	-79.579269
18346.289062	-79.965874
18367.822266	-79.537231
18389.355469	-79.379509
18410.888672	-79.151062
18432.421875	-79.141663
18453.955078	-79.196304
18475.488281	-79.533340
18497.021484	-80.506485
18518.554688	-80.925949
18540.087891	-81.015015
18561.621094	-81.004272
18583.154297	-80.656418
18604.687500	-80.137482
18626.220703	-79.386314
18647.753906	-79.500938
18669.287109	-80.465240
18690.820312	-79.758224
18712.353516	-79.654343
18733.886719	-78.615395
18755.419922	-76.486595
18776.953125	-77.729843
18798.486328	-79.291786
18820.019531	-79.738472
18841.552734	-79.829697
18863.085938	-78.918732
18884.619141	-78.567101
18906.152344	-78.903290
18927.685547	-78.930420
18949.218750	-79.370522
18970.751953	-78.947746
18992.285156	-79.439125
19013.818359	-79.695839
19035.351562	-79.962959
19056.884766	-80.013474
19078.417969	-79.987007
19099.951172	-80.283096
19121.484375	-80.115105
19143.017578	-79.846336
19164.550781	-80.221649
19186.083984	-80.944878
19207.617188	-81.807495
19229.150391	-82.173660
19250.683594	-82.335068
19272.216797	-82.584869
19293.750000	-82.345757
19315.283203	-85.234863
19336.816406	-87.470551
19358.349609	-90.111832
19379.882812	-93.136292
19401.416016	-96.490868
19422.949219	-99.743340
19444.482422	-102.626564
19466.015625	-105.636101
19487.548828	-108.965347
19509.082031	-112.194077
19530.615234	-115.734062
19552.148438	-119.722954
19573.681641	-123.662621
19595.214844	-127.154320
19616.748047	-130.385712
19638.281250	-133.858170
19659.814453	-134.445129
19681.347656	-136.003693
19702.880859	-137.011185
19724.414062	-138.756561
19745.947266	-139.683029
19767.480469	-140.655029
19789.013672	-142.123001
19810.546875	-142.197647
19832.080078	-142.935043
19853.613281	-143.038879
19875.146484	-143.828720
19896.679688	-144.401657
19918.212891	-144.371384
19939.746094	-144.191574
19961.279297	-144.313324
19982.812500	-144.616379
20004.345703	-145.442566
20025.878906	-146.067886
20047.412109	-146.174530
20068.945312	-146.367691
20090.478516	-146.207611
20112.011719	-145.924316
20133.544922	-145.826874
20155.078125	-145.973633
20176.611328	-145.544373
20198.144531	-145.388336
20219.677734	-145.336624
20241.210938	-145.801804
20262.744141	-146.563187
20284.277344	-145.784393
20305.810547	-144.325409
20327.343750	-143.866638
20348.876953	-143.247940
20370.410156	-142.786774
20391.943359	-143.214722
20413.476562	-143.033951
20435.009766	-142.052292
20456.542969	-140.182281
20478.076172	-132.869263
20499.609375	-129.311874
20521.142578	-128.192886
20542.675781	-127.869659
20564.208984	-131.966370
20585.742188	-136.586197
20607.275391	-136.302689
20628.808594	-135.165024
20650.341797	-139.381744
20671.875000	-145.394821
20693.408203	-145.054718
20714.941406	-142.187210
20736.474609	-139.215622
20758.007812	-137.561905
20779.541016	-135.332550
20801.074219	-132.430939
20822.607422	-132.925507
20844.140625	-133.359894
20865.673828	-134.102219
20887.207031	-134.359024
20908.740234	-135.300781
20930.273438	-137.593384
20951.806641	-142.076401
20973.339844	-144.545792
20994.873047	-142.813690
21016.406250	-141.866714
21037.939453	-140.653076
21059.472656	-142.683807
21081.005859	-145.438370
21102.539062	-145.563904
21124.072266	-145.705643
21145.605469	-146.151398
21167.138672	-146.072906
21188.671875	-144.985733
21210.205078	-144.525253
21231.738281	-144.696396
21253.271484	-145.261230
21274.804688	-145.113739
21296.337891	-144.402924
21317.871094	-144.400162
21339.404297	-144.597000
21360.937500	-145.017548
21382.470703	-145.467148
21404.003906	-145.117813
21425.537109	-144.409393
21447.070312	-144.522949
21468.603516	-145.059937
21490.136719	-145.540802
21511.669922	-145.576553
21533.203125	-145.541580
21554.736328	-145.909927
21576.269531	-145.504990
21597.802734	-144.863251
21619.335938	-144.753693
21640.869141	-145.554321
21662.402344	-143.421143
21683.935547	-140.953842
21705.468750	-141.476852
21727.001953	-141.571716
21748.535156	-142.200577
21770.068359	-144.141159
21791.601562	-143.441483
21813.134766	-143.369019
21834.667969	-144.092514
21856.201172	-138.272659
21877.734375	-136.187637
21899.267578	-139.577576
21920.800781	-140.755188
21942.333984	-136.639587
21963.867188	-133.700760
21985.400391	-130.865707
22006.933594	-132.444580
22028.466797	-139.600861
