Frequency (Hz)	Level (dB)
11025.000000	-69.210884
11046.533203	-69.671509
11068.066406	-69.441322
11089.599609	-69.617157
11111.132812	-71.299522
11132.666016	-72.523186
11154.199219	-72.656464
11175.732422	-73.463821
11197.265625	-73.915520
11218.798828	-71.671028
11240.332031	-71.067467
11261.865234	-71.272797
11283.398438	-70.828812
11304.931641	-70.118317
11326.464844	-70.552628
11347.998047	-71.425476
11369.531250	-70.934052
11391.064453	-71.171959
11412.597656	-72.083267
11434.130859	-72.280220
11455.664062	-72.025719
11477.197266	-72.423668
11498.730469	-71.940918
11520.263672	-71.167709
11541.796875	-70.999748
11563.330078	-71.024010
11584.863281	-70.313110
11606.396484	-70.745148
11627.929688	-71.772003
11649.462891	-71.903015
11670.996094	-71.696320
11692.529297	-72.161781
11714.062500	-72.642273
11735.595703	-72.784393
11757.128906	-73.388519
11778.662109	-73.553490
11800.195312	-73.155632
11821.728516	-73.400566
11843.261719	-74.150856
11864.794922	-74.418236
11886.328125	-74.353981
11907.861328	-73.287354
11929.394531	-73.306305
11950.927734	-73.173340
11972.460938	-71.775787
11993.994141	-71.839043
12015.527344	-72.103737
12037.060547	-72.351517
12058.593750	-72.339546
12080.126953	-73.058685
12101.660156	-73.306053
12123.193359	-73.390602
12144.726562	-73.540833
12166.259766	-73.240280
12187.792969	-72.988937
12209.326172	-72.985130
12230.859375	-72.533211
12252.392578	-71.836807
12273.925781	-71.756165
12295.458984	-72.302902
12316.992188	-72.508026
12338.525391	-72.275116
12360.058594	-71.898956
12381.591797	-72.194435
12403.125000	-73.250565
12424.658203	-73.881256
12446.191406	-73.267395
12467.724609	-72.868172
12489.257812	-71.724960
12510.791016	-71.600204
12532.324219	-71.803688
12553.857422	-72.194817
12575.390625	-72.620079
12596.923828	-74.298828
12618.457031	-74.815773
12639.990234	-74.469711
12661.523438	-75.087944
12683.056641	-74.930962
12704.589844	-73.828194
12726.123047	-73.552483
12747.656250	-73.694519
12769.189453	-72.448669
12790.722656	-72.599922
12812.255859	-74.106949
12833.789062	-74.555229
12855.322266	-74.777779
12876.855469	-75.252533
12898.388672	-75.734505
12919.921875	-74.853691
12941.455078	-74.549255
12962.988281	-75.547729
12984.521484	-74.796867
13006.054688	-74.550323
13027.587891	-75.270638
13049.121094	-74.451126
13070.654297	-74.321411
13092.187500	-75.957962
13113.720703	-75.425598
13135.253906	-75.061760
13156.787109	-75.074661
13178.320312	-75.068375
13199.853516	-75.282860
13221.386719	-75.624146
13242.919922	-75.483597
13264.453125	-75.793167
13285.986328	-76.255882
13307.519531	-76.363220
13329.052734	-76.002052
13350.585938	-75.558083
13372.119141	-75.672760
13393.652344	-75.143082
13415.185547	-74.968231
13436.718750	-74.999863
13458.251953	-75.095650
13479.785156	-76.172684
13501.318359	-76.677475
13522.851562	-75.433578
13544.384766	-76.171051
13565.917969	-76.437881
13587.451172	-75.957504
13608.984375	-75.400330
13630.517578	-75.450752
13652.050781	-74.951309
13673.583984	-73.737633
13695.117188	-73.704269
13716.650391	-73.251534
13738.183594	-73.761032
13759.716797	-74.951576
13781.250000	-75.836441
13802.783203	-76.048706
13824.316406	-76.482216
13845.849609	-76.297249
13867.382812	-75.531693
13888.916016	-75.106575
13910.449219	-75.357491
13931.982422	-75.322464
13953.515625	-74.554245
13975.048828	-75.497314
13996.582031	-75.412544
14018.115234	-75.212761
14039.648438	-75.775162
14061.181641	-77.341553
14082.714844	-76.921814
14104.248047	-74.977570
14125.781250	-75.136772
14147.314453	-75.916611
14168.847656	-76.605736
14190.380859	-76.193001
14211.914062	-77.338867
14233.447266	-76.881844
14254.980469	-76.770828
14276.513672	-78.045143
14298.046875	-75.537560
14319.580078	-72.982155
14341.113281	-72.152397
14362.646484	-72.042381
14384.179688	-71.811768
14405.712891	-71.442947
14427.246094	-71.786926
14448.779297	-73.063690
14470.312500	-74.636848
14491.845703	-75.142876
14513.378906	-76.384315
14534.912109	-76.215179
14556.445312	-75.678749
14577.978516	-75.486099
14599.511719	-74.226685
14621.044922	-73.396591
14642.578125	-73.304398
14664.111328	-73.379921
14685.644531	-73.562157
14707.177734	-73.523834
14728.710938	-74.246292
14750.244141	-75.311165
14771.777344	-76.582603
14793.310547	-77.738937
14814.843750	-78.615166
14836.376953	-77.634178
14857.910156	-76.783112
14879.443359	-76.618752
14900.976562	-76.954132
14922.509766	-76.100258
14944.042969	-76.690605
14965.576172	-78.541397
14987.109375	-76.630196
15008.642578	-74.391747
15030.175781	-74.778061
15051.708984	-76.391266
15073.242188	-75.495369
15094.775391	-76.271538
15116.308594	-77.597664
15137.841797	-77.765686
15159.375000	-77.341270
15180.908203	-77.415016
15202.441406	-77.530014
15223.974609	-78.264450
15245.507812	-78.482773
15267.041016	-76.892326
15288.574219	-77.245377
15310.107422	-77.749443
15331.640625	-77.601151
15353.173828	-77.070229
15374.707031	-78.357506
15396.240234	-78.952705
15417.773438	-79.823708
15439.306641	-79.293602
15460.839844	-80.261490
15482.373047	-80.885094
15503.906250	-80.480713
15525.439453	-79.942879
15546.972656	-80.158234
15568.505859	-79.444077
15590.039062	-79.900307
15611.572266	-80.449844
15633.105469	-80.450600
15654.638672	-79.656662
15676.171875	-80.357651
15697.705078	-80.285843
15719.238281	-80.340881
15740.771484	-80.874771
15762.304688	-79.881721
15783.837891	-78.886436
15805.371094	-79.002380
15826.904297	-79.663078
15848.437500	-79.695717
15869.970703	-79.227303
15891.503906	-81.038849
15913.037109	-80.491867
15934.570312	-79.026390
15956.103516	-77.315674
15977.636719	-77.922607
15999.169922	-78.679268
16020.703125	-79.053291
16042.236328	-78.826447
16063.769531	-79.982063
16085.302734	-78.927757
16106.835938	-80.582466
16128.369141	-79.694069
16149.902344	-79.228897
16171.435547	-80.457413
16192.968750	-77.160065
16214.501953	-75.784309
16236.035156	-76.071617
16257.568359	-76.622650
16279.101562	-77.335495
16300.634766	-78.748413
16322.167969	-79.379852
16343.701172	-78.043861
16365.234375	-79.265823
16386.767578	-80.447449
16408.300781	-80.492668
16429.833984	-79.443344
16451.367188	-79.323082
16472.900391	-78.878052
16494.433594	-79.200142
16515.966797	-80.356621
16537.500000	-79.934845
16559.033203	-80.133713
16580.566406	-79.605438
16602.099609	-79.814964
16623.632812	-80.419579
16645.166016	-79.142998
16666.699219	-79.390495
16688.232422	-80.370888
16709.765625	-80.466682
16731.298828	-80.520744
16752.832031	-81.539345
16774.365234	-83.340866
16795.898438	-82.578079
16817.431641	-80.718102
16838.964844	-79.670837
16860.498047	-79.507874
16882.031250	-79.867302
16903.564453	-79.110458
16925.097656	-79.304474
16946.630859	-79.398964
16968.164062	-79.978081
16989.697266	-80.262810
17011.230469	-79.631371
17032.763672	-80.071983
17054.296875	-81.852882
17075.830078	-79.037216
17097.363281	-79.574776
17118.896484	-82.937332
17140.429688	-80.962860
17161.962891	-81.069588
17183.496094	-81.537422
17205.029297	-82.378387
17226.562500	-83.613670
17248.095703	-83.391342
17269.628906	-81.848465
17291.162109	-80.147957
17312.695312	-79.338631
17334.228516	-80.168549
17355.761719	-81.389565
17377.294922	-81.888321
17398.828125	-82.147797
17420.361328	-82.570808
17441.894531	-83.388725
17463.427734	-84.091476
17484.960938	-84.407181
17506.494141	-82.755280
17528.027344	-80.814064
17549.560547	-80.592964
17571.093750	-80.626244
17592.626953	-79.960678
17614.160156	-79.324799
17635.693359	-80.552879
17657.226562	-82.510262
17678.759766	-83.870239
17700.292969	-82.477081
17721.826172	-81.987656
17743.359375	-82.529633
17764.892578	-82.965195
17786.425781	-83.001022
17807.958984	-83.203033
17829.492188	-83.240685
17851.025391	-82.492828
17872.558594	-82.551208
17894.091797	-83.067070
17915.625000	-82.607132
17937.158203	-82.612419
17958.691406	-84.078262
17980.224609	-83.031174
18001.757812	-84.702538
18023.291016	-84.550354
18044.824219	-84.881699
18066.357422	-84.010139
18087.890625	-83.934212
18109.423828	-83.915291
18130.957031	-83.235130
18152.490234	-81.646370
18174.023438	-81.607948
18195.556641	-81.456177
18217.089844	-81.337837
18238.623047	-81.822990
18260.156250	-82.959351
18281.689453	-82.679276
18303.222656	-84.466919
18324.755859	-83.972771
18346.289062	-83.106064
18367.822266	-83.214508
18389.355469	-83.206284
18410.888672	-83.990234
18432.421875	-82.075623
18453.955078	-81.658852
18475.488281	-82.499825
18497.021484	-81.287651
18518.554688	-80.790398
18540.087891	-80.874092
18561.621094	-82.700996
18583.154297	-83.912560
18604.687500	-83.543602
18626.220703	-82.479088
18647.753906	-83.363464
18669.287109	-83.624382
18690.820312	-83.078720
18712.353516	-81.635941
18733.886719	-81.709152
18755.419922	-81.728310
18776.953125	-81.072098
18798.486328	-81.695969
18820.019531	-82.745041
18841.552734	-83.033455
18863.085938	-82.739960
18884.619141	-82.097168
18906.152344	-83.169861
18927.685547	-82.760826
18949.218750	-82.088844
18970.751953	-80.978668
18992.285156	-82.198059
19013.818359	-82.429703
19035.351562	-84.487724
19056.884766	-85.241798
19078.417969	-84.611145
19099.951172	-82.369789
19121.484375	-82.685814
19143.017578	-84.528709
19164.550781	-84.694489
19186.083984	-84.947136
19207.617188	-85.686310
19229.150391	-85.445404
19250.683594	-84.943542
19272.216797	-85.524879
19293.750000	-86.752968
19315.283203	-87.751091
19336.816406	-89.305916
19358.349609	-92.371231
19379.882812	-95.971985
19401.416016	-98.069046
19422.949219	-100.927521
19444.482422	-105.975670
19466.015625	-109.014740
19487.548828	-111.445374
19509.082031	-115.930779
19530.615234	-120.032600
19552.148438	-123.911140
19573.681641	-128.972672
19595.214844	-131.229599
19616.748047	-134.291138
19638.281250	-137.793381
19659.814453	-139.454376
19681.347656	-141.749573
19702.880859	-142.328293
19724.414062	-143.475784
19745.947266	-144.308853
19767.480469	-145.351761
19789.013672	-145.969910
19810.546875	-146.214325
19832.080078	-146.533356
19853.613281	-146.698837
19875.146484	-146.883286
19896.679688	-147.247299
19918.212891	-147.391525
19939.746094	-147.057495
19961.279297	-146.786896
19982.812500	-146.883850
20004.345703	-147.426910
20025.878906	-147.828094
20047.412109	-147.801193
20068.945312	-147.695053
20090.478516	-147.671494
20112.011719	-147.644257
20133.544922	-147.789413
20155.078125	-147.824615
20176.611328	-147.719727
20198.144531	-147.671005
20219.677734	-147.582962
20241.210938	-147.722275
20262.744141	-147.900787
20284.277344	-147.808365
20305.810547	-147.413284
20327.343750	-147.084412
20348.876953	-147.044678
20370.410156	-147.164352
20391.943359	-147.270370
20413.476562	-147.262665
20435.009766	-146.909973
20456.542969	-146.973206
20478.076172	-145.442642
20499.609375	-143.178177
20521.142578	-140.888290
20542.675781	-139.883347
20564.208984	-140.864319
20585.742188	-143.764130
20607.275391	-144.031860
20628.808594	-142.150696
20650.341797	-143.511902
20671.875000	-146.227463
20693.408203	-146.905838
20714.941406	-146.780182
20736.474609	-145.406418
20758.007812	-144.191650
20779.541016	-143.443878
20801.074219	-143.459641
20822.607422	-144.247742
20844.140625	-145.199921
20865.673828	-145.207672
20887.207031	-144.179291
20908.740234	-143.993759
20930.273438	-145.446304
20951.806641	-146.775330
20973.339844	-147.182312
20994.873047	-146.479263
21016.406250	-145.649567
21037.939453	-146.045837
21059.472656	-146.800110
21081.005859	-147.179413
21102.539062	-147.243607
21124.072266	-147.259659
21145.605469	-147.415771
21167.138672	-147.366577
21188.671875	-147.126007
21210.205078	-146.841736
21231.738281	-146.503830
21253.271484	-146.642059
21274.804688	-146.663513
21296.337891	-146.647873
21317.871094	-146.794083
21339.404297	-146.780609
21360.937500	-146.994064
21382.470703	-147.145828
21404.003906	-147.004150
21425.537109	-146.800156
21447.070312	-146.905609
21468.603516	-147.096191
21490.136719	-147.035950
21511.669922	-147.145523
21533.203125	-147.261368
21554.736328	-147.227768
21576.269531	-146.995529
21597.802734	-146.695755
21619.335938	-146.812057
21640.869141	-147.095581
21662.402344	-146.890198
21683.935547	-146.025986
21705.468750	-145.458969
21727.001953	-145.844940
21748.535156	-146.633148
21770.068359	-147.050873
21791.601562	-146.924942
21813.134766	-146.925735
21834.667969	-147.130966
21856.201172	-146.657730
21877.734375	-146.035797
21899.267578	-146.325180
21920.800781	-146.183472
21942.333984	-143.707764
21963.867188	-141.443954
21985.400391	-139.877579
22006.933594	-140.631851
22028.466797	-144.427536
